# Simulation Log - 2025-06-29 22:28:24
# --- CONFIGURATION ---
# Agent Type: stochastic
# Food Preset: three_lines_dense
# num_agents: 1
# fps: 60
# spawn_point: (350.0, 300.0)
# initial_orientation_deg: 0.0
# speed_freq_scale: 30.0
# output_time_scale_frames: 30
# left_rand_freq: 1.0
# right_rand_freq: 1.0
# --- DATA ---
# frame,agent_id,pos_x,pos_y,angle_rad
71,0,428.07,290.96,5.8634
72,0,429.07,290.48,5.8424
73,0,430.07,289.99,5.8213
74,0,431.05,289.47,5.8003
75,0,432.02,288.94,5.7793
76,0,432.98,288.38,5.7583
77,0,433.93,287.81,5.7373
78,0,434.86,287.21,5.7163
79,0,435.78,286.60,5.6953
80,0,436.69,285.96,5.6743
81,0,437.59,285.31,5.6533
82,0,438.47,284.64,5.6323
83,0,439.34,283.95,5.6112
84,0,440.19,283.24,5.5902
85,0,441.03,282.52,5.5692
86,0,441.85,281.77,5.5482
87,0,442.66,281.01,5.5272
88,0,443.45,280.23,5.5062
89,0,444.06,279.53,5.4259
90,0,444.61,278.78,5.3457
91,0,445.10,277.98,5.2654
92,0,445.53,277.15,5.1852
93,0,445.88,276.29,5.1049
94,0,446.17,275.40,5.0247
95,0,446.39,274.49,4.9444
96,0,446.53,273.57,4.8642
97,0,446.59,272.64,4.7839
98,0,446.59,271.70,4.7037
99,0,446.50,270.77,4.6234
100,0,446.34,269.85,4.5432
101,0,446.11,268.95,4.4629
102,0,445.81,268.06,4.3827
103,0,445.44,267.21,4.3024
104,0,445.00,266.38,4.2222
105,0,444.50,265.60,4.1419
106,0,443.93,264.85,4.0617
107,0,443.31,264.16,3.9814
108,0,442.63,263.52,3.9012
109,0,441.90,262.93,3.8209
110,0,441.13,262.40,3.7407
111,0,440.32,261.94,3.6604
112,0,439.48,261.54,3.5802
113,0,438.60,261.22,3.4999
114,0,437.70,260.96,3.4197
115,0,436.79,260.78,3.3394
116,0,435.86,260.67,3.2592
117,0,434.93,260.63,3.1789
118,0,434.00,260.67,3.0987
119,0,432.02,260.79,3.0795
120,0,430.05,260.96,3.0604
121,0,428.09,261.15,3.0413
122,0,426.12,261.39,3.0221
123,0,424.16,261.66,3.0030
124,0,422.21,261.97,2.9839
125,0,420.27,262.32,2.9648
126,0,418.33,262.70,2.9456
127,0,416.40,263.13,2.9265
128,0,414.47,263.59,2.9074
129,0,412.56,264.08,2.8882
130,0,410.66,264.61,2.8691
131,0,408.76,265.18,2.8500
132,0,406.88,265.79,2.8308
133,0,405.01,266.43,2.8117
134,0,403.15,267.10,2.7926
135,0,401.31,267.81,2.7735
136,0,399.48,268.56,2.7543
137,0,397.66,269.34,2.7352
138,0,395.86,270.16,2.7161
139,0,394.08,271.01,2.6969
140,0,392.31,271.89,2.6778
141,0,390.56,272.81,2.6587
142,0,388.82,273.76,2.6395
143,0,387.11,274.75,2.6204
144,0,385.42,275.76,2.6013
145,0,383.74,276.81,2.5822
146,0,382.08,277.89,2.5630
147,0,380.45,279.01,2.5439
148,0,378.84,280.15,2.5248
149,0,377.83,281.02,2.4299
150,0,376.91,281.98,2.3350
151,0,376.08,283.03,2.2401
152,0,375.35,284.15,2.1452
153,0,374.74,285.33,2.0503
154,0,374.24,286.57,1.9555
155,0,373.86,287.84,1.8606
156,0,373.60,289.15,1.7657
157,0,373.47,290.48,1.6708
158,0,373.46,291.81,1.5759
159,0,373.58,293.14,1.4810
160,0,373.82,294.45,1.3861
161,0,374.19,295.73,1.2913
162,0,374.68,296.97,1.1964
163,0,375.28,298.16,1.1015
164,0,376.00,299.29,1.0066
165,0,376.81,300.34,0.9117
166,0,377.72,301.31,0.8168
167,0,378.73,302.19,0.7220
168,0,379.80,302.98,0.6271
169,0,380.95,303.65,0.5322
170,0,382.16,304.22,0.4373
171,0,383.42,304.67,0.3424
172,0,384.71,304.99,0.2475
173,0,386.03,305.20,0.1526
174,0,387.36,305.27,0.0578
175,0,388.69,305.22,6.2461
176,0,390.01,305.05,6.1512
177,0,391.31,304.75,6.0563
178,0,392.58,304.33,5.9614
179,0,394.14,303.73,5.9167
180,0,395.68,303.06,5.8721
181,0,397.18,302.32,5.8274
182,0,398.65,301.51,5.7827
183,0,400.08,300.65,5.7381
184,0,401.48,299.71,5.6934
185,0,402.83,298.72,5.6487
186,0,404.13,297.67,5.6041
187,0,405.38,296.56,5.5594
188,0,406.59,295.39,5.5147
189,0,407.74,294.18,5.4701
190,0,408.84,292.91,5.4254
191,0,409.87,291.60,5.3808
192,0,410.85,290.24,5.3361
193,0,411.77,288.83,5.2914
194,0,412.62,287.39,5.2468
195,0,413.41,285.91,5.2021
196,0,414.13,284.40,5.1574
197,0,414.79,282.86,5.1128
198,0,415.37,281.29,5.0681
199,0,415.88,279.69,5.0234
200,0,416.32,278.08,4.9788
201,0,416.69,276.44,4.9341
202,0,416.99,274.79,4.8894
203,0,417.21,273.13,4.8448
204,0,417.35,271.46,4.8001
205,0,417.43,269.79,4.7554
206,0,417.42,268.11,4.7108
207,0,417.35,266.44,4.6661
208,0,417.19,264.77,4.6214
209,0,417.31,263.51,4.8072
210,0,417.66,262.29,4.9929
211,0,418.23,261.16,5.1786
212,0,419.00,260.16,5.3644
213,0,419.94,259.31,5.5501
214,0,421.02,258.65,5.7358
215,0,422.21,258.20,5.9216
216,0,423.46,257.98,6.1073
217,0,424.72,257.99,0.0098
218,0,425.96,258.24,0.1956
219,0,427.14,258.71,0.3813
220,0,428.21,259.39,0.5670
221,0,429.13,260.26,0.7528
222,0,429.88,261.28,0.9385
223,0,430.43,262.42,1.1242
224,0,430.75,263.64,1.3099
225,0,430.85,264.91,1.4957
226,0,430.71,266.16,1.6814
227,0,430.34,267.38,1.8671
228,0,429.75,268.50,2.0529
229,0,428.97,269.49,2.2386
230,0,428.01,270.32,2.4243
231,0,426.92,270.97,2.6101
232,0,425.73,271.40,2.7958
233,0,424.48,271.60,2.9815
234,0,423.21,271.57,3.1672
235,0,421.98,271.30,3.3530
236,0,420.81,270.81,3.5387
237,0,419.75,270.11,3.7244
238,0,418.84,269.23,3.9102
239,0,417.78,267.99,4.0040
240,0,416.84,266.66,4.0978
241,0,416.02,265.24,4.1917
242,0,415.35,263.75,4.2855
243,0,414.81,262.21,4.3794
244,0,414.43,260.62,4.4732
245,0,414.19,259.01,4.5671
246,0,414.11,257.38,4.6609
247,0,414.18,255.74,4.7547
248,0,414.40,254.13,4.8486
249,0,414.77,252.54,4.9424
250,0,415.29,250.99,5.0363
251,0,415.95,249.50,5.1301
252,0,416.75,248.07,5.2239
253,0,417.68,246.73,5.3178
254,0,418.73,245.48,5.4116
255,0,419.90,244.33,5.5055
256,0,421.16,243.30,5.5993
257,0,422.52,242.39,5.6931
258,0,423.96,241.61,5.7870
259,0,425.46,240.97,5.8808
260,0,427.01,240.48,5.9747
261,0,428.61,240.13,6.0685
262,0,430.23,239.93,6.1624
263,0,431.86,239.89,6.2562
264,0,433.49,240.00,0.0669
265,0,435.11,240.26,0.1607
266,0,436.69,240.67,0.2545
267,0,438.22,241.23,0.3484
268,0,439.70,241.93,0.4422
269,0,441.07,242.59,0.4465
270,0,442.44,243.25,0.4509
271,0,443.81,243.92,0.4552
272,0,445.18,244.60,0.4595
273,0,446.54,245.28,0.4638
274,0,447.90,245.97,0.4681
275,0,449.26,246.66,0.4724
276,0,450.61,247.36,0.4768
277,0,451.96,248.06,0.4811
278,0,453.31,248.77,0.4854
279,0,454.66,249.49,0.4897
280,0,456.00,250.21,0.4940
281,0,457.34,250.94,0.4984
282,0,458.67,251.68,0.5027
283,0,460.01,252.42,0.5070
284,0,461.33,253.16,0.5113
285,0,462.66,253.91,0.5156
286,0,463.98,254.67,0.5199
287,0,465.30,255.43,0.5243
288,0,466.62,256.20,0.5286
289,0,467.93,256.98,0.5329
290,0,469.24,257.76,0.5372
291,0,470.55,258.54,0.5415
292,0,471.85,259.33,0.5459
293,0,473.15,260.13,0.5502
294,0,474.44,260.93,0.5545
295,0,475.74,261.74,0.5588
296,0,477.03,262.55,0.5631
297,0,478.31,263.37,0.5674
298,0,479.59,264.20,0.5718
299,0,480.46,264.84,0.6368
300,0,481.29,265.54,0.7018
301,0,482.07,266.29,0.7669
302,0,482.80,267.09,0.8319
303,0,483.47,267.94,0.8970
304,0,484.09,268.83,0.9620
305,0,484.65,269.75,1.0271
306,0,485.15,270.71,1.0921
307,0,485.58,271.70,1.1572
308,0,485.95,272.72,1.2222
309,0,486.26,273.76,1.2872
310,0,486.49,274.82,1.3523
311,0,486.66,275.88,1.4173
312,0,486.75,276.96,1.4824
313,0,486.78,278.04,1.5474
314,0,486.73,279.13,1.6125
315,0,486.62,280.20,1.6775
316,0,486.43,281.27,1.7425
317,0,486.18,282.32,1.8076
318,0,485.86,283.35,1.8726
319,0,485.47,284.36,1.9377
320,0,485.02,285.35,2.0027
321,0,484.50,286.30,2.0678
322,0,483.92,287.21,2.1328
323,0,483.29,288.09,2.1978
324,0,482.60,288.92,2.2629
325,0,481.85,289.71,2.3279
326,0,481.06,290.45,2.3930
327,0,480.22,291.13,2.4580
328,0,479.34,291.76,2.5231
329,0,478.46,292.22,2.6592
330,0,477.53,292.56,2.7953
331,0,476.56,292.76,2.9313
332,0,475.57,292.84,3.0674
333,0,474.57,292.78,3.2035
334,0,473.60,292.58,3.3396
335,0,472.66,292.25,3.4757
336,0,471.78,291.80,3.6118
337,0,470.96,291.24,3.7479
338,0,470.23,290.57,3.8840
339,0,469.60,289.80,4.0201
340,0,469.07,288.96,4.1562
341,0,468.67,288.05,4.2923
342,0,468.39,287.10,4.4284
343,0,468.24,286.12,4.5645
344,0,468.23,285.12,4.7006
345,0,468.35,284.14,4.8367
346,0,468.61,283.18,4.9728
347,0,468.99,282.26,5.1088
348,0,469.50,281.41,5.2449
349,0,470.11,280.63,5.3810
350,0,470.83,279.94,5.5171
351,0,471.63,279.35,5.6532
352,0,472.50,278.88,5.7893
353,0,473.43,278.54,5.9254
354,0,474.40,278.32,6.0615
355,0,475.39,278.23,6.1976
356,0,476.38,278.28,0.0505
357,0,477.36,278.47,0.1866
358,0,478.30,278.78,0.3227
359,0,480.18,279.30,0.2677
360,0,482.09,279.71,0.2128
361,0,484.02,280.02,0.1578
362,0,485.96,280.22,0.1028
363,0,487.91,280.31,0.0479
364,0,489.86,280.30,6.2761
365,0,491.81,280.18,6.2211
366,0,493.74,279.95,6.1661
367,0,495.67,279.61,6.1112
368,0,497.57,279.17,6.0562
369,0,499.44,278.63,6.0012
370,0,501.28,277.99,5.9463
371,0,503.09,277.24,5.8913
372,0,504.85,276.40,5.8363
373,0,506.56,275.46,5.7814
374,0,508.21,274.43,5.7264
375,0,509.81,273.31,5.6714
376,0,511.34,272.10,5.6165
377,0,512.81,270.81,5.5615
378,0,514.20,269.44,5.5065
379,0,515.51,268.00,5.4516
380,0,516.75,266.49,5.3966
381,0,517.90,264.91,5.3416
382,0,518.96,263.27,5.2867
383,0,519.92,261.58,5.2317
384,0,520.80,259.84,5.1767
385,0,521.57,258.05,5.1217
386,0,522.25,256.22,5.0668
387,0,522.83,254.35,5.0118
388,0,523.30,252.46,4.9568
389,0,523.67,251.58,5.1049
390,0,524.16,250.76,5.2530
391,0,524.76,250.02,5.4011
392,0,525.47,249.38,5.5493
393,0,526.27,248.85,5.6974
394,0,527.14,248.45,5.8455
395,0,528.05,248.17,5.9936
396,0,529.00,248.04,6.1417
397,0,529.95,248.04,0.0066
398,0,530.90,248.19,0.1547
399,0,531.81,248.48,0.3028
400,0,532.67,248.89,0.4509
401,0,533.46,249.43,0.5990
402,0,534.16,250.08,0.7471
403,0,534.76,250.83,0.8952
404,0,535.24,251.65,1.0433
405,0,535.59,252.54,1.1914
406,0,535.81,253.47,1.3395
407,0,535.89,254.42,1.4876
408,0,535.83,255.38,1.6357
409,0,535.63,256.31,1.7838
410,0,535.29,257.20,1.9319
411,0,534.82,258.04,2.0800
412,0,534.24,258.79,2.2281
413,0,533.55,259.46,2.3762
414,0,532.77,260.01,2.5243
415,0,531.92,260.44,2.6724
416,0,531.01,260.74,2.8205
417,0,530.07,260.91,2.9686
418,0,529.12,260.93,3.1167
419,0,526.96,260.93,3.1421
420,0,524.81,260.87,3.1675
421,0,522.66,260.76,3.1929
422,0,520.51,260.60,3.2183
423,0,518.37,260.38,3.2437
424,0,516.23,260.11,3.2691
425,0,514.11,259.78,3.2945
426,0,511.99,259.40,3.3199
427,0,509.88,258.96,3.3453
428,0,507.78,258.47,3.3707
429,0,505.70,257.93,3.3961
430,0,503.63,257.33,3.4215
431,0,501.57,256.69,3.4469
432,0,499.54,255.99,3.4723
433,0,497.52,255.24,3.4978
434,0,495.52,254.43,3.5232
435,0,493.54,253.58,3.5486
436,0,491.59,252.68,3.5740
437,0,489.66,251.73,3.5994
438,0,487.75,250.73,3.6248
439,0,485.87,249.68,3.6502
440,0,484.02,248.58,3.6756
441,0,482.19,247.44,3.7010
442,0,480.40,246.25,3.7264
443,0,478.63,245.02,3.7518
444,0,476.90,243.74,3.7772
445,0,475.20,242.42,3.8026
446,0,473.53,241.05,3.8280
447,0,471.90,239.65,3.8534
448,0,470.31,238.20,3.8788
449,0,469.60,237.48,3.9382
450,0,468.95,236.72,3.9977
451,0,468.33,235.92,4.0571
452,0,467.77,235.09,4.1166
453,0,467.25,234.23,4.1760
454,0,466.79,233.33,4.2354
455,0,466.38,232.41,4.2949
456,0,466.03,231.47,4.3543
457,0,465.74,230.51,4.4138
458,0,465.50,229.53,4.4732
459,0,465.32,228.54,4.5327
460,0,465.20,227.54,4.5921
461,0,465.14,226.54,4.6515
462,0,465.13,225.54,4.7110
463,0,465.19,224.53,4.7704
464,0,465.31,223.53,4.8299
465,0,465.49,222.54,4.8893
466,0,465.72,221.56,4.9488
467,0,466.02,220.60,5.0082
468,0,466.37,219.66,5.0676
469,0,466.77,218.74,5.1271
470,0,467.23,217.84,5.1865
471,0,467.74,216.98,5.2460
472,0,468.30,216.14,5.3054
473,0,468.92,215.35,5.3648
474,0,469.57,214.58,5.4243
475,0,470.27,213.86,5.4837
476,0,471.02,213.18,5.5432
477,0,471.80,212.55,5.6026
478,0,472.62,211.97,5.6621
479,0,474.00,211.04,5.6928
480,0,475.40,210.16,5.7236
481,0,476.84,209.32,5.7544
482,0,478.30,208.53,5.7851
483,0,479.78,207.78,5.8159
484,0,481.29,207.08,5.8467
485,0,482.81,206.42,5.8775
486,0,484.36,205.81,5.9082
487,0,485.93,205.25,5.9390
488,0,487.51,204.74,5.9698
489,0,489.10,204.28,6.0005
490,0,490.71,203.86,6.0313
491,0,492.33,203.50,6.0621
492,0,493.96,203.18,6.0929
493,0,495.60,202.92,6.1236
494,0,497.25,202.71,6.1544
495,0,498.91,202.54,6.1852
496,0,500.56,202.43,6.2159
497,0,502.22,202.37,6.2467
498,0,503.89,202.36,6.2775
499,0,505.55,202.40,0.0251
500,0,507.21,202.50,0.0558
501,0,508.86,202.64,0.0866
502,0,510.51,202.83,0.1174
503,0,512.16,203.08,0.1482
504,0,513.79,203.37,0.1789
505,0,515.42,203.72,0.2097
506,0,517.03,204.12,0.2405
507,0,518.63,204.56,0.2712
508,0,520.22,205.06,0.3020
509,0,522.33,205.81,0.3425
510,0,524.41,206.65,0.3830
511,0,526.45,207.57,0.4234
512,0,528.46,208.57,0.4639
513,0,530.42,209.65,0.5044
514,0,532.34,210.82,0.5448
515,0,534.21,212.06,0.5853
516,0,536.02,213.37,0.6258
517,0,537.79,214.75,0.6663
518,0,539.49,216.21,0.7067
519,0,541.14,217.73,0.7472
520,0,542.72,219.32,0.7877
521,0,544.24,220.98,0.8282
522,0,545.68,222.69,0.8686
523,0,547.06,224.46,0.9091
524,0,548.37,226.28,0.9496
525,0,549.60,228.15,0.9900
526,0,550.75,230.08,1.0305
527,0,551.82,232.04,1.0710
528,0,552.82,234.05,1.1115
529,0,553.73,236.10,1.1519
530,0,554.56,238.19,1.1924
531,0,555.30,240.30,1.2329
532,0,555.96,242.44,1.2733
533,0,556.53,244.61,1.3138
534,0,557.01,246.80,1.3543
535,0,557.40,249.01,1.3948
536,0,557.71,251.23,1.4352
537,0,557.92,253.46,1.4757
538,0,558.04,255.70,1.5162
539,0,557.95,256.91,1.6497
540,0,557.69,258.09,1.7832
541,0,557.28,259.23,1.9167
542,0,556.72,260.30,2.0502
543,0,556.03,261.29,2.1837
544,0,555.21,262.18,2.3172
545,0,554.28,262.95,2.4507
546,0,553.25,263.59,2.5842
547,0,552.15,264.08,2.7177
548,0,550.99,264.43,2.8512
549,0,549.80,264.62,2.9847
550,0,548.59,264.65,3.1182
551,0,547.39,264.51,3.2517
552,0,546.21,264.22,3.3852
553,0,545.09,263.78,3.5187
554,0,544.04,263.19,3.6522
555,0,543.07,262.46,3.7857
556,0,542.21,261.61,3.9192
557,0,541.47,260.66,4.0527
558,0,540.86,259.61,4.1862
559,0,540.40,258.49,4.3197
560,0,540.09,257.33,4.4532
561,0,539.94,256.13,4.5867
562,0,539.95,254.92,4.7202
563,0,540.12,253.72,4.8537
564,0,540.44,252.56,4.9873
565,0,540.92,251.45,5.1208
566,0,541.55,250.41,5.2543
567,0,542.30,249.47,5.3878
568,0,543.18,248.64,5.5213
569,0,543.94,247.73,5.4124
570,0,544.60,246.75,5.3035
571,0,545.15,245.70,5.1946
572,0,545.58,244.59,5.0857
573,0,545.89,243.45,4.9768
574,0,546.07,242.28,4.8679
575,0,546.13,241.10,4.7590
576,0,546.06,239.92,4.6501
577,0,545.85,238.75,4.5412
578,0,545.53,237.61,4.4324
579,0,545.08,236.52,4.3235
580,0,544.51,235.48,4.2146
581,0,543.84,234.50,4.1057
582,0,543.06,233.61,3.9968
583,0,542.19,232.81,3.8879
584,0,541.24,232.10,3.7790
585,0,540.22,231.51,3.6701
586,0,539.14,231.02,3.5612
587,0,538.01,230.66,3.4523
588,0,536.85,230.42,3.3434
589,0,535.67,230.31,3.2346
590,0,534.49,230.33,3.1257
591,0,533.31,230.48,3.0168
592,0,532.16,230.75,2.9079
593,0,531.04,231.15,2.7990
594,0,529.98,231.67,2.6901
595,0,528.98,232.30,2.5812
596,0,528.05,233.03,2.4723
597,0,527.20,233.86,2.3634
598,0,526.46,234.78,2.2545
599,0,525.83,235.45,2.3262
600,0,525.15,236.07,2.3978
601,0,524.43,236.64,2.4694
602,0,523.67,237.16,2.5411
603,0,522.88,237.63,2.6127
604,0,522.05,238.03,2.6843
605,0,521.20,238.38,2.7560
606,0,520.33,238.66,2.8276
607,0,519.44,238.88,2.8992
608,0,518.53,239.04,2.9708
609,0,517.62,239.13,3.0425
610,0,516.70,239.16,3.1141
611,0,515.78,239.12,3.1857
612,0,514.87,239.01,3.2574
613,0,513.97,238.84,3.3290
614,0,513.08,238.60,3.4006
615,0,512.21,238.30,3.4723
616,0,511.36,237.94,3.5439
617,0,510.54,237.52,3.6155
618,0,509.76,237.05,3.6872
619,0,509.01,236.52,3.7588
620,0,508.30,235.93,3.8304
621,0,507.63,235.30,3.9020
622,0,507.02,234.62,3.9737
623,0,506.45,233.90,4.0453
624,0,505.93,233.14,4.1169
625,0,505.47,232.34,4.1886
626,0,505.07,231.51,4.2602
627,0,504.73,230.66,4.3318
628,0,504.45,229.79,4.4035
629,0,503.73,227.54,4.4001
630,0,502.99,225.30,4.3968
631,0,502.25,223.06,4.3935
632,0,501.51,220.82,4.3902
633,0,500.75,218.58,4.3868
634,0,499.99,216.35,4.3835
635,0,499.22,214.12,4.3802
636,0,498.44,211.89,4.3768
637,0,497.66,209.66,4.3735
638,0,496.87,207.44,4.3702
639,0,496.07,205.22,4.3669
640,0,495.26,203.00,4.3635
641,0,494.45,200.79,4.3602
642,0,493.62,198.58,4.3569
643,0,492.80,196.37,4.3536
644,0,491.96,194.16,4.3502
645,0,491.12,191.96,4.3469
646,0,490.27,189.75,4.3436
647,0,489.41,187.56,4.3402
648,0,488.54,185.36,4.3369
649,0,487.67,183.17,4.3336
650,0,486.79,180.98,4.3303
651,0,485.90,178.79,4.3269
652,0,485.01,176.61,4.3236
653,0,484.11,174.43,4.3203
654,0,483.20,172.25,4.3170
655,0,482.28,170.07,4.3136
656,0,481.36,167.90,4.3103
657,0,480.43,165.73,4.3070
658,0,479.49,163.57,4.3036
659,0,479.23,162.81,4.3813
660,0,479.03,162.04,4.4589
661,0,478.89,161.25,4.5365
662,0,478.81,160.46,4.6141
663,0,478.79,159.66,4.6918
664,0,478.84,158.86,4.7694
665,0,478.95,158.07,4.8470
666,0,479.11,157.29,4.9246
667,0,479.34,156.52,5.0023
668,0,479.63,155.77,5.0799
669,0,479.97,155.05,5.1575
670,0,480.37,154.36,5.2351
671,0,480.82,153.70,5.3128
672,0,481.33,153.08,5.3904
673,0,481.87,152.50,5.4680
674,0,482.47,151.96,5.5456
675,0,483.10,151.47,5.6232
676,0,483.76,151.03,5.7009
677,0,484.46,150.64,5.7785
678,0,485.19,150.31,5.8561
679,0,485.94,150.04,5.9337
680,0,486.71,149.82,6.0114
681,0,487.50,149.67,6.0890
682,0,488.29,149.58,6.1666
683,0,489.09,149.55,6.2442
684,0,489.89,149.58,0.0387
685,0,490.68,149.67,0.1163
686,0,491.47,149.82,0.1939
687,0,492.24,150.04,0.2715
688,0,492.99,150.31,0.3492
689,0,495.22,151.15,0.3597
690,0,497.44,152.01,0.3702
691,0,499.66,152.90,0.3807
692,0,501.86,153.81,0.3912
693,0,504.06,154.74,0.4017
694,0,506.25,155.70,0.4123
695,0,508.42,156.68,0.4228
696,0,510.59,157.68,0.4333
697,0,512.74,158.70,0.4438
698,0,514.88,159.75,0.4543
699,0,517.02,160.82,0.4648
700,0,519.14,161.91,0.4753
701,0,521.25,163.03,0.4858
702,0,523.34,164.16,0.4964
703,0,525.43,165.32,0.5069
704,0,527.50,166.50,0.5174
705,0,529.56,167.70,0.5279
706,0,531.61,168.92,0.5384
707,0,533.65,170.17,0.5489
708,0,535.67,171.43,0.5594
709,0,537.68,172.72,0.5700
710,0,539.67,174.03,0.5805
711,0,541.65,175.36,0.5910
712,0,543.62,176.71,0.6015
713,0,545.57,178.08,0.6120
714,0,547.51,179.47,0.6225
715,0,549.43,180.88,0.6330
716,0,551.34,182.31,0.6436
717,0,553.24,183.77,0.6541
718,0,555.11,185.24,0.6646
719,0,555.21,185.31,0.6623
720,0,555.30,185.38,0.6600
721,0,555.40,185.46,0.6578
722,0,555.49,185.53,0.6555
723,0,555.59,185.60,0.6532
724,0,555.68,185.67,0.6510
725,0,555.78,185.75,0.6487
726,0,555.87,185.82,0.6464
727,0,555.97,185.89,0.6441
728,0,556.06,185.96,0.6419
729,0,556.16,186.03,0.6396
730,0,556.25,186.10,0.6373
731,0,556.35,186.17,0.6351
732,0,556.45,186.24,0.6328
733,0,556.54,186.32,0.6305
734,0,556.64,186.39,0.6283
735,0,556.74,186.46,0.6260
736,0,556.83,186.52,0.6237
737,0,556.93,186.59,0.6214
738,0,557.03,186.66,0.6192
739,0,557.12,186.73,0.6169
740,0,557.22,186.80,0.6146
741,0,557.32,186.87,0.6124
742,0,557.42,186.94,0.6101
743,0,557.52,187.01,0.6078
744,0,557.61,187.07,0.6055
745,0,557.71,187.14,0.6033
746,0,557.81,187.21,0.6010
747,0,557.91,187.28,0.5987
748,0,558.01,187.34,0.5965
749,0,559.03,187.94,0.5254
750,0,560.09,188.46,0.4543
751,0,561.19,188.90,0.3832
752,0,562.32,189.26,0.3122
753,0,563.46,189.54,0.2411
754,0,564.63,189.74,0.1700
755,0,565.81,189.86,0.0989
756,0,566.99,189.89,0.0279
757,0,568.17,189.84,6.2400
758,0,569.35,189.71,6.1689
759,0,570.51,189.49,6.0978
760,0,571.65,189.19,6.0268
761,0,572.77,188.81,5.9557
762,0,573.86,188.35,5.8846
763,0,574.92,187.82,5.8135
764,0,575.93,187.21,5.7425
765,0,576.90,186.53,5.6714
766,0,577.81,185.78,5.6003
767,0,578.68,184.97,5.5292
768,0,579.48,184.10,5.4582
769,0,580.22,183.18,5.3871
770,0,580.89,182.21,5.3160
771,0,581.49,181.19,5.2449
772,0,582.02,180.13,5.1739
773,0,582.47,179.04,5.1028
774,0,582.84,177.91,5.0317
775,0,583.13,176.77,4.9606
776,0,583.34,175.60,4.8896
777,0,583.46,174.43,4.8185
778,0,583.50,173.24,4.7474
779,0,583.48,172.13,4.6891
780,0,583.39,171.02,4.6308
781,0,583.23,169.92,4.5725
782,0,583.01,168.83,4.5141
783,0,582.73,167.75,4.4558
784,0,582.39,166.69,4.3975
785,0,581.98,165.66,4.3392
786,0,581.51,164.65,4.2809
787,0,580.99,163.66,4.2225
788,0,580.41,162.72,4.1642
789,0,579.78,161.80,4.1059
790,0,579.09,160.92,4.0476
791,0,578.35,160.09,3.9893
792,0,577.57,159.30,3.9309
793,0,576.74,158.56,3.8726
794,0,575.87,157.86,3.8143
795,0,574.96,157.22,3.7560
796,0,574.02,156.63,3.6977
797,0,573.04,156.10,3.6394
798,0,572.03,155.63,3.5810
799,0,571.00,155.22,3.5227
