# Simulation Log - 2025-06-29 22:28:24
# --- CONFIGURATION ---
# Agent Type: stochastic
# Food Preset: three_lines_dense
# num_agents: 1
# fps: 60
# spawn_point: (350.0, 300.0)
# initial_orientation_deg: 0.0
# speed_freq_scale: 30.0
# output_time_scale_frames: 30
# left_rand_freq: 1.0
# right_rand_freq: 1.0
# --- DATA ---
# frame,agent_id,pos_x,pos_y,angle_rad
1853,0,614.38,202.31,2.7098
1854,0,613.54,202.60,2.8188
1855,0,612.67,202.79,2.9279
1856,0,611.78,202.88,3.0369
1857,0,610.89,202.87,3.1460
1858,0,610.00,202.77,3.2551
1859,0,608.47,202.77,3.1413
1860,0,606.96,202.95,3.0275
1861,0,605.47,203.29,2.9137
1862,0,604.03,203.81,2.7999
1863,0,602.65,204.48,2.6861
1864,0,601.36,205.30,2.5723
1865,0,600.18,206.27,2.4585
1866,0,599.11,207.36,2.3447
1867,0,598.17,208.57,2.2309
1868,0,597.38,209.88,2.1171
1869,0,596.74,211.27,2.0033
1870,0,596.26,212.72,1.8895
1871,0,595.95,214.21,1.7757
1872,0,595.81,215.74,1.6619
1873,0,595.84,217.27,1.5481
1874,0,596.05,218.78,1.4343
1875,0,596.43,220.26,1.3205
1876,0,596.97,221.69,1.2067
1877,0,597.68,223.05,1.0929
1878,0,598.53,224.32,0.9791
1879,0,599.52,225.48,0.8654
1880,0,600.64,226.53,0.7516
1881,0,601.87,227.44,0.6378
1882,0,603.19,228.20,0.5240
1883,0,604.59,228.81,0.4102
1884,0,606.05,229.26,0.2964
1885,0,607.56,229.54,0.1826
1886,0,609.08,229.64,0.0688
1887,0,610.61,229.57,6.2382
1888,0,612.12,229.33,6.1244
1889,0,612.52,229.24,6.0647
1890,0,612.91,229.13,6.0051
1891,0,613.30,229.00,5.9455
1892,0,613.67,228.84,5.8859
1893,0,614.04,228.66,5.8262
1894,0,614.39,228.46,5.7666
1895,0,614.73,228.24,5.7070
1896,0,615.06,227.99,5.6473
1897,0,615.38,227.73,5.5877
1898,0,615.67,227.45,5.5281
1899,0,615.95,227.16,5.4684
1900,0,616.21,226.84,5.4088
1901,0,616.46,226.52,5.3492
1902,0,616.68,226.17,5.2895
1903,0,616.88,225.82,5.2299
1904,0,617.06,225.45,5.1703
1905,0,617.22,225.08,5.1106
1906,0,617.35,224.69,5.0510
1907,0,617.47,224.30,4.9914
1908,0,617.56,223.90,4.9317
1909,0,617.62,223.50,4.8721
1910,0,617.66,223.10,4.8125
1911,0,617.68,222.69,4.7528
1912,0,617.67,222.28,4.6932
1913,0,617.64,221.87,4.6336
1914,0,617.58,221.47,4.5739
1915,0,617.50,221.07,4.5143
1916,0,617.40,220.68,4.4547
1917,0,617.27,220.29,4.3950
1918,0,617.12,219.91,4.3354
1919,0,616.80,219.04,4.3539
1920,0,616.49,218.17,4.3724
1921,0,616.19,217.29,4.3910
1922,0,615.92,216.41,4.4095
1923,0,615.66,215.52,4.4280
1924,0,615.41,214.63,4.4465
1925,0,615.19,213.73,4.4650
1926,0,614.98,212.83,4.4835
1927,0,614.78,211.92,4.5021
1928,0,614.61,211.01,4.5206
1929,0,614.45,210.10,4.5391
1930,0,614.31,209.19,4.5576
1931,0,614.18,208.27,4.5761
1932,0,614.07,207.35,4.5947
1933,0,613.98,206.43,4.6132
1934,0,613.91,205.51,4.6317
1935,0,613.85,204.58,4.6502
1936,0,613.81,203.66,4.6687
1937,0,613.78,202.73,4.6872
1938,0,613.78,201.81,4.7058
1939,0,613.79,200.88,4.7243
1940,0,613.82,199.96,4.7428
1941,0,613.86,199.03,4.7613
1942,0,613.92,198.11,4.7798
1943,0,614.00,197.18,4.7983
1944,0,614.10,196.26,4.8169
1945,0,614.21,195.35,4.8354
1946,0,614.34,194.43,4.8539
1947,0,614.49,193.51,4.8724
1948,0,614.66,192.60,4.8909
1949,0,614.85,191.72,4.9288
1950,0,615.08,190.84,4.9666
1951,0,615.34,189.98,5.0044
1952,0,615.63,189.12,5.0422
1953,0,615.96,188.28,5.0801
1954,0,616.31,187.45,5.1179
1955,0,616.70,186.63,5.1557
1956,0,617.12,185.83,5.1935
1957,0,617.57,185.04,5.2314
1958,0,618.05,184.27,5.2692
1959,0,618.55,183.52,5.3070
1960,0,619.09,182.79,5.3448
1961,0,619.65,182.08,5.3827
1962,0,620.24,181.40,5.4205
1963,0,620.85,180.73,5.4583
1964,0,621.49,180.09,5.4961
1965,0,622.16,179.48,5.5340
1966,0,622.84,178.89,5.5718
1967,0,623.55,178.32,5.6096
1968,0,624.28,177.78,5.6474
1969,0,625.02,177.27,5.6853
1970,0,625.79,176.79,5.7231
1971,0,626.57,176.34,5.7609
1972,0,627.37,175.92,5.7987
1973,0,628.19,175.53,5.8366
1974,0,629.02,175.17,5.8744
1975,0,629.86,174.84,5.9122
1976,0,630.72,174.55,5.9500
1977,0,631.58,174.28,5.9879
1978,0,632.46,174.05,6.0257
1979,0,634.19,173.43,5.9367
1980,0,635.85,172.65,5.8477
1981,0,637.44,171.73,5.7587
1982,0,638.95,170.68,5.6697
1983,0,640.35,169.49,5.5807
1984,0,641.64,168.18,5.4917
1985,0,642.81,166.76,5.4027
1986,0,643.85,165.25,5.3137
1987,0,644.75,163.65,5.2247
1988,0,645.51,161.97,5.1357
1989,0,646.11,160.24,5.0467
1990,0,646.56,158.45,4.9577
1991,0,646.84,156.64,4.8687
1992,0,646.97,154.80,4.7797
1993,0,646.93,152.97,4.6907
1994,0,646.72,151.14,4.6017
1995,0,646.36,149.34,4.5127
1996,0,645.84,147.58,4.4238
1997,0,645.16,145.87,4.3348
1998,0,644.33,144.23,4.2458
1999,0,643.36,142.67,4.1568
2000,0,642.26,141.20,4.0678
2001,0,641.03,139.83,3.9788
2002,0,639.68,138.58,3.8898
2003,0,638.23,137.46,3.8008
2004,0,636.68,136.46,3.7118
2005,0,635.05,135.61,3.6228
2006,0,633.35,134.91,3.5338
2007,0,631.60,134.36,3.4448
2008,0,629.80,133.97,3.3558
2009,0,628.41,133.58,3.4156
2010,0,627.05,133.11,3.4754
2011,0,625.72,132.56,3.5351
2012,0,624.42,131.92,3.5949
2013,0,623.16,131.21,3.6547
2014,0,621.95,130.43,3.7145
2015,0,620.78,129.58,3.7742
2016,0,619.67,128.66,3.8340
2017,0,618.62,127.67,3.8938
2018,0,617.62,126.62,3.9536
2019,0,616.69,125.52,4.0133
2020,0,615.83,124.36,4.0731
2021,0,615.04,123.15,4.1329
2022,0,614.32,121.89,4.1927
2023,0,613.68,120.60,4.2525
2024,0,613.12,119.27,4.3122
2025,0,612.64,117.91,4.3720
2026,0,612.24,116.52,4.4318
2027,0,611.92,115.11,4.4916
2028,0,611.69,113.69,4.5513
2029,0,611.54,112.25,4.6111
2030,0,611.48,110.81,4.6709
2031,0,611.51,109.36,4.7307
2032,0,611.62,107.93,4.7904
2033,0,611.82,106.49,4.8502
2034,0,612.11,105.08,4.9100
2035,0,612.47,103.68,4.9698
2036,0,612.92,102.31,5.0295
2037,0,613.45,100.97,5.0893
2038,0,614.07,99.66,5.1491
2039,0,614.34,98.87,5.0511
2040,0,614.54,98.06,4.9532
2041,0,614.66,97.24,4.8552
2042,0,614.70,96.40,4.7573
2043,0,614.65,95.57,4.6593
2044,0,614.53,94.75,4.5614
2045,0,614.32,93.94,4.4634
2046,0,614.04,93.16,4.3654
2047,0,613.68,92.40,4.2675
2048,0,613.25,91.69,4.1695
2049,0,612.75,91.02,4.0716
2050,0,612.19,90.40,3.9736
2051,0,611.57,89.85,3.8756
2052,0,610.90,89.35,3.7777
2053,0,610.18,88.92,3.6797
2054,0,609.43,88.57,3.5818
2055,0,608.64,88.29,3.4838
2056,0,607.83,88.09,3.3859
2057,0,607.01,87.97,3.2879
2058,0,606.18,87.93,3.1899
2059,0,605.34,87.97,3.0920
2060,0,604.52,88.09,2.9940
2061,0,603.71,88.29,2.8961
2062,0,602.93,88.57,2.7981
2063,0,602.17,88.93,2.7001
2064,0,601.46,89.36,2.6022
2065,0,600.79,89.85,2.5042
2066,0,600.17,90.41,2.4063
2067,0,599.61,91.03,2.3083
2068,0,599.11,91.70,2.2104
2069,0,598.77,92.26,2.1203
2070,0,598.48,92.84,2.0302
2071,0,598.24,93.46,1.9401
2072,0,598.06,94.09,1.8500
2073,0,597.94,94.73,1.7600
2074,0,597.87,95.38,1.6699
2075,0,597.87,96.04,1.5798
2076,0,597.92,96.69,1.4897
2077,0,598.03,97.34,1.3997
2078,0,598.20,97.97,1.3096
2079,0,598.43,98.59,1.2195
2080,0,598.71,99.18,1.1294
2081,0,599.04,99.74,1.0394
2082,0,599.42,100.28,0.9493
2083,0,599.85,100.77,0.8592
2084,0,600.32,101.23,0.7691
2085,0,600.83,101.64,0.6791
2086,0,601.37,102.00,0.5890
2087,0,601.95,102.32,0.4989
2088,0,602.55,102.58,0.4088
2089,0,603.17,102.78,0.3187
2090,0,603.81,102.93,0.2287
2091,0,604.46,103.02,0.1386
2092,0,605.11,103.05,0.0485
2093,0,605.77,103.03,6.2416
2094,0,606.42,102.94,6.1515
2095,0,607.06,102.80,6.0615
2096,0,607.68,102.60,5.9714
2097,0,608.29,102.34,5.8813
2098,0,608.86,102.03,5.7912
2099,0,609.12,101.88,5.7432
2100,0,609.36,101.72,5.6952
2101,0,609.60,101.54,5.6472
2102,0,609.82,101.36,5.5992
2103,0,610.04,101.16,5.5512
2104,0,610.25,100.95,5.5032
2105,0,610.45,100.74,5.4552
2106,0,610.64,100.51,5.4072
2107,0,610.81,100.28,5.3592
2108,0,610.98,100.04,5.3112
2109,0,611.13,99.79,5.2632
2110,0,611.27,99.53,5.2152
2111,0,611.40,99.27,5.1672
2112,0,611.52,99.00,5.1192
2113,0,611.62,98.72,5.0712
2114,0,611.71,98.44,5.0232
2115,0,611.79,98.16,4.9752
2116,0,611.85,97.87,4.9272
2117,0,611.90,97.58,4.8791
2118,0,611.93,97.29,4.8311
2119,0,611.95,97.00,4.7831
2120,0,611.96,96.71,4.7351
2121,0,611.95,96.41,4.6871
2122,0,611.93,96.12,4.6391
2123,0,611.90,95.83,4.5911
2124,0,611.85,95.54,4.5431
2125,0,611.78,95.25,4.4951
2126,0,611.71,94.97,4.4471
2127,0,611.62,94.69,4.3991
2128,0,611.51,94.42,4.3511
2129,0,611.08,92.99,4.4166
2130,0,610.74,91.55,4.4821
2131,0,610.49,90.08,4.5476
2132,0,610.35,88.60,4.6131
2133,0,610.30,87.11,4.6785
2134,0,610.34,85.62,4.7440
2135,0,610.49,84.14,4.8095
2136,0,610.73,82.68,4.8750
2137,0,611.07,81.23,4.9405
2138,0,611.50,79.80,5.0060
2139,0,612.02,78.41,5.0715
2140,0,612.63,77.06,5.1370
2141,0,613.33,75.74,5.2025
2142,0,614.12,74.48,5.2680
2143,0,614.98,73.27,5.3335
2144,0,615.92,72.12,5.3989
2145,0,616.94,71.03,5.4644
2146,0,618.03,70.02,5.5299
2147,0,619.18,69.07,5.5954
2148,0,620.38,68.20,5.6609
2149,0,621.65,67.42,5.7264
2150,0,622.96,66.72,5.7919
2151,0,624.31,66.10,5.8574
2152,0,625.71,65.58,5.9229
2153,0,627.13,65.14,5.9884
2154,0,628.58,64.81,6.0538
2155,0,630.04,64.56,6.1193
2156,0,631.53,64.42,6.1848
2157,0,633.01,64.37,6.2503
2158,0,634.50,64.42,0.0326
2159,0,635.80,64.57,0.1171
2160,0,637.08,64.83,0.2016
2161,0,638.34,65.20,0.2861
2162,0,639.56,65.68,0.3706
2163,0,640.74,66.25,0.4551
2164,0,641.86,66.93,0.5395
2165,0,642.92,67.69,0.6240
2166,0,643.92,68.54,0.7085
2167,0,644.84,69.48,0.7930
2168,0,645.67,70.48,0.8775
2169,0,646.42,71.56,0.9620
2170,0,647.08,72.69,1.0464
2171,0,647.64,73.88,1.1309
2172,0,648.09,75.10,1.2154
2173,0,648.44,76.37,1.2999
2174,0,648.68,77.65,1.3844
2175,0,648.82,78.96,1.4689
2176,0,648.84,80.26,1.5534
2177,0,648.75,81.57,1.6378
2178,0,648.55,82.87,1.7223
2179,0,648.25,84.14,1.8068
2180,0,647.84,85.38,1.8913
2181,0,647.32,86.59,1.9758
2182,0,646.70,87.74,2.0603
2183,0,645.99,88.84,2.1448
2184,0,645.19,89.88,2.2292
2185,0,644.31,90.84,2.3137
2186,0,643.34,91.73,2.3982
2187,0,642.31,92.53,2.4827
2188,0,641.21,93.24,2.5672
2189,0,639.97,93.86,2.6787
2190,0,638.67,94.34,2.7903
2191,0,637.32,94.67,2.9018
2192,0,635.94,94.84,3.0134
2193,0,634.56,94.87,3.1249
2194,0,633.18,94.74,3.2365
2195,0,631.82,94.45,3.3481
2196,0,630.51,94.02,3.4596
2197,0,629.25,93.44,3.5712
2198,0,628.06,92.73,3.6827
2199,0,626.96,91.89,3.7943
2200,0,625.96,90.93,3.9058
2201,0,625.07,89.86,4.0174
2202,0,624.31,88.71,4.1289
2203,0,623.68,87.47,4.2405
2204,0,623.19,86.17,4.3520
2205,0,622.85,84.83,4.4636
2206,0,622.66,83.46,4.5751
2207,0,622.62,82.07,4.6867
2208,0,622.74,80.69,4.7983
2209,0,623.01,79.33,4.9098
2210,0,623.43,78.01,5.0214
2211,0,624.00,76.75,5.1329
2212,0,624.70,75.55,5.2445
2213,0,625.53,74.44,5.3560
2214,0,626.48,73.43,5.4676
2215,0,627.54,72.54,5.5791
2216,0,628.69,71.76,5.6907
2217,0,629.92,71.12,5.8022
2218,0,631.21,70.62,5.9138
2219,0,632.11,70.20,5.8434
2220,0,632.97,69.72,5.7730
2221,0,633.80,69.17,5.7026
2222,0,634.58,68.58,5.6323
2223,0,635.33,67.92,5.5619
2224,0,636.02,67.22,5.4915
2225,0,636.67,66.47,5.4211
2226,0,637.26,65.67,5.3507
2227,0,637.79,64.84,5.2803
2228,0,638.26,63.97,5.2100
2229,0,638.67,63.07,5.1396
2230,0,639.02,62.14,5.0692
2231,0,639.30,61.19,4.9988
2232,0,639.51,60.22,4.9284
2233,0,639.65,59.25,4.8580
2234,0,639.73,58.26,4.7877
2235,0,639.73,57.27,4.7173
2236,0,639.67,56.28,4.6469
2237,0,639.53,55.30,4.5765
2238,0,639.33,54.33,4.5061
2239,0,639.06,53.38,4.4357
2240,0,638.72,52.45,4.3654
2241,0,638.32,51.55,4.2950
2242,0,637.86,50.67,4.2246
2243,0,637.33,49.83,4.1542
2244,0,636.75,49.03,4.0838
2245,0,636.12,48.27,4.0134
2246,0,635.43,47.56,3.9431
2247,0,634.69,46.90,3.8727
2248,0,633.91,46.30,3.8023
2249,0,632.99,45.65,3.7512
2250,0,632.03,45.05,3.7001
2251,0,631.05,44.51,3.6489
2252,0,630.04,44.01,3.5978
2253,0,629.00,43.57,3.5467
2254,0,627.94,43.18,3.4956
2255,0,626.87,42.84,3.4444
2256,0,625.78,42.56,3.3933
2257,0,624.68,42.34,3.3422
2258,0,623.56,42.17,3.2911
2259,0,622.44,42.06,3.2400
2260,0,621.32,42.00,3.1888
2261,0,620.19,42.01,3.1377
2262,0,619.07,42.07,3.0866
2263,0,617.95,42.19,3.0355
2264,0,616.84,42.37,2.9843
2265,0,615.73,42.60,2.9332
2266,0,614.65,42.89,2.8821
2267,0,613.57,43.23,2.8310
2268,0,612.52,43.63,2.7799
2269,0,611.49,44.08,2.7287
2270,0,610.48,44.59,2.6776
2271,0,609.50,45.14,2.6265
2272,0,608.55,45.75,2.5754
2273,0,607.64,46.40,2.5242
2274,0,606.75,47.09,2.4731
2275,0,605.91,47.84,2.4220
2276,0,605.10,48.62,2.3709
2277,0,604.33,49.45,2.3198
2278,0,603.61,50.31,2.2686
2279,0,602.74,51.55,2.1818
2280,0,601.98,52.86,2.0950
2281,0,601.34,54.23,2.0082
2282,0,600.82,55.66,1.9214
2283,0,600.42,57.12,1.8346
2284,0,600.16,58.61,1.7478
2285,0,600.02,60.12,1.6609
2286,0,600.01,61.64,1.5741
2287,0,600.14,63.15,1.4873
2288,0,600.40,64.64,1.4005
2289,0,600.78,66.10,1.3137
2290,0,601.29,67.53,1.2269
2291,0,601.93,68.91,1.1401
2292,0,602.68,70.22,1.0532
2293,0,603.54,71.47,0.9664
2294,0,604.50,72.64,0.8796
2295,0,605.57,73.72,0.7928
2296,0,606.72,74.70,0.7060
2297,0,607.95,75.58,0.6192
2298,0,609.26,76.35,0.5324
2299,0,610.63,77.00,0.4456
2300,0,612.04,77.53,0.3587
2301,0,613.50,77.94,0.2719
2302,0,614.99,78.22,0.1851
2303,0,616.50,78.37,0.0983
2304,0,618.02,78.39,0.0115
2305,0,619.53,78.27,6.2079
2306,0,621.02,78.03,6.1211
2307,0,622.49,77.65,6.0342
2308,0,623.92,77.16,5.9474
2309,0,625.95,76.36,5.9071
2310,0,627.94,75.48,5.8669
2311,0,629.89,74.52,5.8266
2312,0,631.80,73.48,5.7863
2313,0,633.67,72.37,5.7460
2314,0,635.49,71.18,5.7057
2315,0,637.27,69.92,5.6654
2316,0,638.99,68.59,5.6252
2317,0,640.65,67.19,5.5849
2318,0,642.26,65.72,5.5446
2319,0,643.81,64.20,5.5043
2320,0,645.30,62.61,5.4640
2321,0,646.72,60.96,5.4237
2322,0,648.07,59.25,5.3835
2323,0,649.35,57.50,5.3432
2324,0,650.56,55.69,5.3029
2325,0,651.70,53.84,5.2626
2326,0,652.76,51.94,5.2223
2327,0,653.75,50.00,5.1821
2328,0,654.65,48.02,5.1418
2329,0,655.48,46.01,5.1015
2330,0,656.22,43.96,5.0612
2331,0,656.88,41.89,5.0209
2332,0,657.46,39.79,4.9806
2333,0,657.95,37.67,4.9404
2334,0,658.36,35.53,4.9001
2335,0,658.68,33.38,4.8598
2336,0,658.91,31.22,4.8195
2337,0,659.06,29.05,4.7792
2338,0,659.11,26.87,4.7389
2339,0,659.09,26.26,4.6772
2340,0,659.03,25.64,4.6154
2341,0,658.93,25.03,4.5537
2342,0,658.80,24.43,4.4919
2343,0,658.63,23.84,4.4301
2344,0,658.42,23.26,4.3684
2345,0,658.18,22.69,4.3066
2346,0,657.90,22.14,4.2448
2347,0,657.59,21.61,4.1831
2348,0,657.24,21.09,4.1213
2349,0,656.87,20.60,4.0596
2350,0,656.46,20.14,3.9978
2351,0,656.03,19.70,3.9360
2352,0,655.57,19.28,3.8743
2353,0,655.09,18.90,3.8125
2354,0,654.58,18.55,3.7507
2355,0,654.06,18.23,3.6890
2356,0,653.51,17.94,3.6272
2357,0,652.95,17.68,3.5655
2358,0,652.37,17.47,3.5037
2359,0,651.78,17.28,3.4419
2360,0,651.18,17.14,3.3802
2361,0,650.57,17.03,3.3184
2362,0,649.96,16.96,3.2567
2363,0,649.34,16.93,3.1949
2364,0,648.73,16.93,3.1331
2365,0,648.11,16.97,3.0714
2366,0,647.50,17.06,3.0096
2367,0,646.89,17.17,2.9478
2368,0,646.30,17.33,2.8861
2369,0,646.14,17.37,2.8854
2370,0,645.99,17.41,2.8848
2371,0,645.83,17.45,2.8841
2372,0,645.68,17.49,2.8835
2373,0,645.53,17.53,2.8828
2374,0,645.37,17.57,2.8822
2375,0,645.22,17.62,2.8815
2376,0,645.06,17.66,2.8809
2377,0,644.91,17.70,2.8802
2378,0,644.76,17.74,2.8796
2379,0,644.60,17.78,2.8789
2380,0,644.45,17.82,2.8782
2381,0,644.29,17.86,2.8776
2382,0,644.14,17.90,2.8769
2383,0,643.99,17.95,2.8763
2384,0,643.83,17.99,2.8756
2385,0,643.68,18.03,2.8750
2386,0,643.52,18.07,2.8743
2387,0,643.37,18.12,2.8737
2388,0,643.22,18.16,2.8730
2389,0,643.06,18.20,2.8724
2390,0,642.91,18.24,2.8717
2391,0,642.76,18.28,2.8711
2392,0,642.60,18.33,2.8704
2393,0,642.45,18.37,2.8698
2394,0,642.29,18.41,2.8691
2395,0,642.14,18.46,2.8684
2396,0,641.99,18.50,2.8678
2397,0,641.83,18.54,2.8671
2398,0,641.68,18.59,2.8665
2399,0,640.03,19.19,2.7931
2400,0,638.42,19.91,2.7197
2401,0,636.87,20.74,2.6463
2402,0,635.39,21.69,2.5729
2403,0,633.98,22.75,2.4995
2404,0,632.65,23.90,2.4261
2405,0,631.41,25.15,2.3527
2406,0,630.27,26.49,2.2793
2407,0,629.22,27.90,2.2058
2408,0,628.28,29.39,2.1324
2409,0,627.46,30.95,2.0590
2410,0,626.75,32.56,1.9856
2411,0,626.16,34.22,1.9122
2412,0,625.69,35.91,1.8388
2413,0,625.35,37.64,1.7654
2414,0,625.14,39.39,1.6920
2415,0,625.06,41.15,1.6186
2416,0,625.10,42.91,1.5452
2417,0,625.27,44.66,1.4718
2418,0,625.58,46.39,1.3984
2419,0,626.00,48.10,1.3250
2420,0,626.56,49.77,1.2516
2421,0,627.23,51.40,1.1782
2422,0,628.02,52.97,1.1048
2423,0,628.93,54.48,1.0314
2424,0,629.94,55.92,0.9580
2425,0,631.05,57.28,0.8846
2426,0,632.27,58.56,0.8112
2427,0,633.57,59.74,0.7378
2428,0,634.95,60.83,0.6644
2429,0,635.16,60.98,0.6306
2430,0,635.38,61.13,0.5968
2431,0,635.60,61.27,0.5630
2432,0,635.83,61.40,0.5292
2433,0,636.06,61.52,0.4954
2434,0,636.29,61.64,0.4615
2435,0,636.53,61.75,0.4277
2436,0,636.77,61.85,0.3939
2437,0,637.01,61.94,0.3601
2438,0,637.26,62.02,0.3263
2439,0,637.51,62.10,0.2925
2440,0,637.77,62.17,0.2587
2441,0,638.02,62.22,0.2249
2442,0,638.28,62.27,0.1911
2443,0,638.53,62.31,0.1573
2444,0,638.79,62.35,0.1235
2445,0,639.05,62.37,0.0897
2446,0,639.32,62.39,0.0559
2447,0,639.58,62.39,0.0221
2448,0,639.84,62.39,6.2715
2449,0,640.10,62.38,6.2377
2450,0,640.36,62.36,6.2039
2451,0,640.62,62.33,6.1701
2452,0,640.88,62.29,6.1363
2453,0,641.13,62.24,6.1025
2454,0,641.39,62.18,6.0687
2455,0,641.64,62.12,6.0349
2456,0,641.89,62.05,6.0011
2457,0,642.14,61.97,5.9673
2458,0,642.39,61.88,5.9334
2459,0,644.48,61.06,5.9121
2460,0,646.56,60.20,5.8907
2461,0,648.61,59.30,5.8694
2462,0,650.65,58.35,5.8480
2463,0,652.66,57.37,5.8267
2464,0,654.66,56.33,5.8053
2465,0,656.63,55.26,5.7840
2466,0,658.58,54.14,5.7626
2467,0,660.50,52.98,5.7413
2468,0,662.40,51.78,5.7199
2469,0,664.27,50.54,5.6986
2470,0,666.12,49.27,5.6772
2471,0,667.93,47.95,5.6559
2472,0,669.72,46.59,5.6345
2473,0,671.48,45.20,5.6132
2474,0,673.21,43.77,5.5918
2475,0,674.91,42.30,5.5705
2476,0,676.58,40.79,5.5491
2477,0,678.21,39.25,5.5278
2478,0,679.82,37.68,5.5064
2479,0,681.38,36.07,5.4850
2480,0,682.92,34.43,5.4637
2481,0,684.41,32.76,5.4423
2482,0,685.87,31.05,5.4210
2483,0,687.30,29.32,5.3996
2484,0,688.69,27.55,5.3783
2485,0,690.03,25.76,5.3569
2486,0,691.34,23.93,5.3356
2487,0,692.62,22.08,5.3142
2488,0,693.85,20.20,5.2929
2489,0,694.33,19.60,5.3846
2490,0,694.87,19.03,5.4763
2491,0,695.46,18.53,5.5681
2492,0,696.09,18.07,5.6598
2493,0,696.76,17.68,5.7516
2494,0,697.46,17.35,5.8433
2495,0,698.19,17.08,5.9350
2496,0,698.94,16.88,6.0268
2497,0,699.71,16.76,6.1185
2498,0,700.48,16.70,6.2102
2499,0,701.26,16.72,0.0188
2500,0,702.03,16.80,0.1105
2501,0,702.79,16.96,0.2023
2502,0,703.54,17.18,0.2940
2503,0,704.26,17.47,0.3857
2504,0,704.95,17.83,0.4775
2505,0,705.60,18.25,0.5692
2506,0,-6.00,18.73,0.6609
2507,0,-5.43,19.26,0.7527
2508,0,-4.92,19.84,0.8444
2509,0,-4.46,20.47,0.9361
2510,0,-4.05,21.13,1.0279
2511,0,-3.72,21.83,1.1196
2512,0,-3.44,22.56,1.2113
2513,0,-3.24,23.31,1.3031
2514,0,-3.10,24.07,1.3948
2515,0,-3.04,24.85,1.4866
2516,0,-3.04,25.62,1.5783
2517,0,-3.12,26.40,1.6700
2518,0,-3.27,27.16,1.7618
2519,0,-3.39,28.36,1.6714
2520,0,-3.40,29.57,1.5810
2521,0,-3.30,30.77,1.4907
2522,0,-3.10,31.96,1.4003
2523,0,-2.79,33.13,1.3099
2524,0,-2.37,34.27,1.2196
2525,0,-1.85,35.36,1.1292
2526,0,-1.24,36.40,1.0388
2527,0,-0.54,37.38,0.9485
2528,0,0.25,38.29,0.8581
2529,0,1.12,39.13,0.7678
2530,0,2.06,39.89,0.6774
2531,0,3.07,40.56,0.5870
2532,0,4.13,41.13,0.4967
2533,0,5.24,41.61,0.4063
2534,0,6.39,41.99,0.3159
2535,0,7.57,42.26,0.2256
2536,0,8.76,42.42,0.1352
2537,0,9.97,42.47,0.0448
2538,0,11.18,42.42,6.2377
2539,0,12.37,42.26,6.1473
2540,0,13.55,41.98,6.0569
2541,0,14.70,41.61,5.9666
2542,0,15.81,41.13,5.8762
2543,0,16.87,40.55,5.7858
2544,0,17.87,39.88,5.6955
2545,0,18.81,39.13,5.6051
2546,0,19.68,38.29,5.5148
2547,0,20.47,37.37,5.4244
2548,0,21.18,36.39,5.3340
2549,0,21.69,35.30,5.1569
2550,0,22.01,34.14,4.9798
2551,0,22.12,32.95,4.8027
2552,0,22.01,31.75,4.6256
2553,0,21.70,30.59,4.4484
2554,0,21.19,29.50,4.2713
2555,0,20.49,28.52,4.0942
2556,0,19.63,27.67,3.9171
2557,0,18.64,27.00,3.7400
2558,0,17.54,26.50,3.5629
2559,0,16.37,26.21,3.3857
2560,0,15.17,26.13,3.2086
2561,0,13.97,26.27,3.0315
2562,0,12.82,26.61,2.8544
2563,0,11.75,27.15,2.6773
2564,0,10.78,27.87,2.5001
2565,0,9.96,28.74,2.3230
2566,0,9.30,29.75,2.1459
2567,0,8.84,30.86,1.9688
2568,0,8.57,32.04,1.7917
2569,0,8.52,33.24,1.6146
2570,0,8.68,34.43,1.4374
2571,0,9.05,35.58,1.2603
2572,0,9.61,36.64,1.0832
2573,0,10.36,37.59,0.9061
2574,0,11.25,38.39,0.7290
2575,0,12.28,39.02,0.5519
2576,0,13.40,39.46,0.3747
2577,0,14.58,39.70,0.1976
2578,0,15.78,39.72,0.0205
2579,0,16.16,39.71,6.2472
2580,0,16.53,39.67,6.1907
2581,0,16.90,39.62,6.1342
2582,0,17.27,39.54,6.0777
2583,0,17.64,39.44,6.0212
2584,0,17.99,39.32,5.9647
2585,0,18.34,39.19,5.9082
2586,0,18.69,39.03,5.8517
2587,0,19.02,38.85,5.7951
2588,0,19.34,38.66,5.7386
2589,0,19.65,38.44,5.6821
2590,0,19.95,38.21,5.6256
2591,0,20.23,37.97,5.5691
2592,0,20.50,37.70,5.5126
2593,0,20.76,37.43,5.4561
2594,0,21.00,37.14,5.3996
2595,0,21.22,36.83,5.3431
2596,0,21.42,36.52,5.2866
2597,0,21.61,36.19,5.2301
2598,0,21.78,35.85,5.1736
2599,0,21.93,35.51,5.1171
2600,0,22.05,35.15,5.0606
2601,0,22.16,34.79,5.0041
2602,0,22.25,34.43,4.9476
2603,0,22.32,34.05,4.8911
2604,0,22.36,33.68,4.8346
2605,0,22.39,33.31,4.7781
2606,0,22.39,32.93,4.7216
2607,0,22.37,32.55,4.6651
2608,0,22.33,32.18,4.6086
2609,0,22.16,30.79,4.5842
2610,0,21.94,29.40,4.5598
2611,0,21.70,28.02,4.5355
2612,0,21.42,26.65,4.5111
2613,0,21.10,25.28,4.4867
2614,0,20.75,23.92,4.4624
2615,0,20.37,22.57,4.4380
2616,0,19.96,21.23,4.4136
2617,0,19.52,19.90,4.3893
